plant,step,kind,component,t_end_exact,optimized_lo,optimized_hi,flowstar_lo,flowstar_hi,optimized_over_flowstar_width,data_origin,duration
brusselator,667,endpoint,x,3844993217863834745/288230376151711744,0.6007238887796978,0.6070420460664505,0.6007067011205409,0.6070543844330616,0.995348535156163,REUSED_MATCHED_REFERENCE,0.02
brusselator,667,endpoint,y,3844993217863834745/288230376151711744,4.716339023641114,4.7189550989279665,4.716318175891287,4.718950271224954,0.9939135765298723,REUSED_MATCHED_REFERENCE,0.02
brusselator,667,tube,x,3844993217863834745/288230376151711744,0.5947345408623881,0.6070420460664498,0.5947173532032305,0.6070543844330616,0.9976067154877635,REUSED_MATCHED_REFERENCE,0.02
brusselator,667,tube,y,3844993217863834745/288230376151711744,4.714163107699479,4.719137762497987,4.714159272767303,4.719115921977323,1.003632613026606,REUSED_MATCHED_REFERENCE,0.02
brusselator,668,endpoint,x,962689456346717245/72057594037927936,0.6068165037421203,0.6133690678159567,0.6067986306494131,0.6133821763201673,0.995294086428919,REUSED_MATCHED_REFERENCE,0.02
brusselator,668,endpoint,y,962689456346717245/72057594037927936,4.718149749777511,4.720445995163116,4.718131818268318,4.720438244425348,0.9955859105248297,REUSED_MATCHED_REFERENCE,0.02
brusselator,668,tube,x,962689456346717245/72057594037927936,0.6006067199891562,0.613369067815956,0.6005888468964483,0.6133821763201673,0.9975783006992905,REUSED_MATCHED_REFERENCE,0.02
brusselator,668,tube,y,962689456346717245/72057594037927936,4.716310085379126,4.720634813433507,4.7163069437096485,4.720612272856023,1.004505789765809,REUSED_MATCHED_REFERENCE,0.02
brusselator,669,endpoint,x,3856522432909903215/288230376151711744,0.6131355929643859,0.6199365670893731,0.6131170094756768,0.619950489650742,0.9952431192825294,REUSED_MATCHED_REFERENCE,0.02
brusselator,669,endpoint,y,3856522432909903215/288230376151711744,4.719605786767001,4.721571613030193,4.719591234096119,4.721560454508407,0.998276399596657,REUSED_MATCHED_REFERENCE,0.02
brusselator,669,tube,x,3856522432909903215/288230376151711744,0.6066923367207114,0.6199365670893724,0.6066737532320017,0.619950489650742,0.9975516535800595,REUSED_MATCHED_REFERENCE,0.02
brusselator,669,tube,y,3856522432909903215/288230376151711744,4.7181195178329265,4.721767016159455,4.718117343528617,4.721743479271098,1.0058912808465335,REUSED_MATCHED_REFERENCE,0.02
brusselator,670,endpoint,x,1931143520216468725/144115188075855872,0.6196946910874834,0.6267591709820729,0.6196753512605683,0.6267739748434572,0.9951900973617249,REUSED_MATCHED_REFERENCE,0.02
brusselator,670,endpoint,y,1931143520216468725/144115188075855872,4.7206910429166085,4.722310265615116,4.720680144575945,4.722295398639543,1.002456972558701,REUSED_MATCHED_REFERENCE,0.02
brusselator,670,tube,x,1931143520216468725/144115188075855872,0.6130038818943078,0.6267591709820721,0.6129845420673921,0.6267739748434572,0.997523923655507,REUSED_MATCHED_REFERENCE,0.02
brusselator,670,tube,y,1931143520216468725/144115188075855872,4.719576628507481,4.722512683432784,4.719575449583579,4.72248809704045,1.0080364921534406,REUSED_MATCHED_REFERENCE,0.02
brusselator,671,endpoint,x,3868051647955971685/288230376151711744,0.6265084059660476,0.6338527297037357,0.6264882596926965,0.6338684891777399,0.9951348738642881,REUSED_MATCHED_REFERENCE,0.02
brusselator,671,endpoint,y,3868051647955971685/288230376151711744,4.721385653959803,4.722641156435295,4.7213786779149975,4.7226222844235535,1.009565700126299,REUSED_MATCHED_REFERENCE,0.02
brusselator,671,tube,x,3868051647955971685/288230376151711744,0.619554815259296,0.6338527297037351,0.6195346689859442,0.6338684891777399,0.9974950329447331,REUSED_MATCHED_REFERENCE,0.02
brusselator,671,tube,y,3868051647955971685/288230376151711744,4.720662955547586,4.722851057371351,4.720662765698902,4.7228253991634865,1.0117765490998778,REUSED_MATCHED_REFERENCE,0.02
brusselator,672,endpoint,x,121056757983718935/9007199254740992,0.6335925484248934,0.6412344203844758,0.6335715414164804,0.6412512171786504,0.9950774220477007,REUSED_MATCHED_REFERENCE,0.02
brusselator,672,endpoint,y,121056757983718935/9007199254740992,4.7216683324769475,4.722541748240986,4.721665579362537,4.722518538040361,1.0239836779284939,REUSED_MATCHED_REFERENCE,0.02
brusselator,672,tube,x,121056757983718935/9007199254740992,0.6263596827627951,0.6412344203844752,0.6263386757543813,0.6412512171786504,0.9974649657953355,REUSED_MATCHED_REFERENCE,0.02
brusselator,672,tube,y,121056757983718935/9007199254740992,4.721358752676421,4.72275964147446,4.721359545972336,4.722732884863508,1.0200605306119437,REUSED_MATCHED_REFERENCE,0.02
brusselator,673,endpoint,x,3879580863002040155/288230376151711744,0.6409631816246574,0.6489239596808027,0.6409422925685415,0.6489408462673122,0.9952771908462514,REUSED_MATCHED_REFERENCE,0.02
brusselator,673,endpoint,y,3879580863002040155/288230376151711744,4.721390506032083,4.722113309742551,4.721390831218808,4.722086868944125,1.038454790850262,REUSED_MATCHED_REFERENCE,0.02
brusselator,673,tube,x,3879580863002040155/288230376151711744,0.6334331517145836,0.6489239596808022,0.6334122626584671,0.6489408462673122,0.9975673478291344,REUSED_MATCHED_REFERENCE,0.02
brusselator,673,tube,y,3879580863002040155/288230376151711744,4.721388404468506,4.7224684868890625,4.721390831218808,4.722439944527059,1.0295193208037228,REUSED_MATCHED_REFERENCE,0.02
brusselator,674,endpoint,x,1942672735262537195/144115188075855872,0.6486370630609684,0.6569434561543503,0.6486190477177504,0.6569577119740475,0.9961299361716376,REUSED_MATCHED_REFERENCE,0.02
brusselator,674,endpoint,y,1942672735262537195/144115188075855872,4.72032636742182,4.721530512263587,4.720325020016163,4.7215055498044585,1.0200037760207816,REUSED_MATCHED_REFERENCE,0.02
brusselator,674,tube,x,1942672735262537195/144115188075855872,0.640790436583695,0.6569434561543497,0.6407724212404763,0.6569577119740475,0.9980061425248574,REUSED_MATCHED_REFERENCE,0.02
brusselator,674,tube,y,1942672735262537195/144115188075855872,4.72032029059333,4.722359994048627,4.720325020016163,4.722328954761008,1.0178492391252743,REUSED_MATCHED_REFERENCE,0.02
brusselator,675,endpoint,x,3891110078048108625/288230376151711744,0.6566368517760267,0.66531253448355,0.6566220913035934,0.6653238184099444,0.9970069851065902,REUSED_MATCHED_REFERENCE,0.02
brusselator,675,endpoint,y,3891110078048108625/288230376151711744,4.718746673172395,4.7204672348513315,4.71874342617968,4.720443929940211,1.0117952802409227,REUSED_MATCHED_REFERENCE,0.02
brusselator,675,tube,x,3891110078048108625/288230376151711744,0.6484524876862154,0.6653125344835492,0.6484377272137816,0.6653238184099444,0.9984576419417333,REUSED_MATCHED_REFERENCE,0.02
brusselator,675,tube,y,3891110078048108625/288230376151711744,4.718736127050979,4.721799196693334,4.71874342617968,4.721765345660798,1.0136172262344687,REUSED_MATCHED_REFERENCE,0.02
brusselator,676,endpoint,x,974218671392785715/72057594037927936,0.6649845058786402,0.6740553118326336,0.6649734254493083,0.6740632441756463,0.9979083441686644,REUSED_MATCHED_REFERENCE,0.02
brusselator,676,endpoint,y,974218671392785715/72057594037927936,4.716620895156618,4.718893966758376,4.716615575533687,4.718872438069017,1.007182123933066,REUSED_MATCHED_REFERENCE,0.02
brusselator,676,tube,x,974218671392785715/72057594037927936,0.6564393674845159,0.6740553118326329,0.6564282870551833,0.6740632441756463,0.9989218702253606,REUSED_MATCHED_REFERENCE,0.02
brusselator,676,tube,y,974218671392785715/72057594037927936,4.716605338380876,4.720758968502178,4.716615575533687,4.720721883037075,1.0115243726574108,REUSED_MATCHED_REFERENCE,0.02
brusselator,677,endpoint,x,3902639293094177095/288230376151711744,0.673703978292576,0.6831981247082687,0.673697044976515,0.6832022901148717,0.9988323580820404,REUSED_MATCHED_REFERENCE,0.02
brusselator,677,endpoint,y,3902639293094177095/288230376151711744,4.713917030745292,4.716777494721372,4.7139095711328425,4.716757747721685,1.004314124091041,REUSED_MATCHED_REFERENCE,0.02
brusselator,677,tube,x,3902639293094177095/288230376151711744,0.6647729219747134,0.6831981247082681,0.6647659886586516,0.6832022901148717,0.9993979962471478,REUSED_MATCHED_REFERENCE,0.02
brusselator,677,tube,y,3902639293094177095/288230376151711744,4.7138958905480095,4.7192087159740925,4.7139095711328425,4.719167828777123,1.0103775405265307,REUSED_MATCHED_REFERENCE,0.02
brusselator,678,endpoint,x,1954201950308605665/144115188075855872,0.6828208689060983,0.6927703559633879,0.6828191562517251,0.6927697392528195,0.9998898613473504,REUSED_MATCHED_REFERENCE,0.02
brusselator,678,endpoint,y,1954201950308605665/144115188075855872,4.710598032955125,4.714083904691353,4.710588255500312,4.714066047232671,1.0023233144740546,REUSED_MATCHED_REFERENCE,0.02
brusselator,678,tube,x,1954201950308605665/144115188075855872,0.673476404811955,0.6927703559633872,0.6734746921575812,0.6927697392528195,0.999943200770605,REUSED_MATCHED_REFERENCE,0.02
brusselator,678,tube,y,1954201950308605665/144115188075855872,4.710570660312804,4.717117473459887,4.710588255500312,4.717072243358885,1.0096892976792267,REUSED_MATCHED_REFERENCE,0.02
brusselator,679,endpoint,x,3914168508140245565/288230376151711744,0.6923641289894895,0.702803272432832,0.6923684339056818,0.7027971436086932,1.0010004823826046,REUSED_MATCHED_REFERENCE,0.02
brusselator,679,endpoint,y,3914168508140245565/288230376151711744,4.706623531445287,4.710776219629524,4.706611288784034,4.71076031885613,1.0008816788689494,REUSED_MATCHED_REFERENCE,0.02
brusselator,679,tube,x,3914168508140245565/288230376151711744,0.6825761494212211,0.7028032724328314,0.6825804543374128,0.7027971436086932,1.0005160953996879,REUSED_MATCHED_REFERENCE,0.02
brusselator,679,tube,y,3914168508140245565/288230376151711744,4.706589188654693,4.71445154593918,4.706611288784034,4.714401302375188,1.009286722351153,REUSED_MATCHED_REFERENCE,0.02
brusselator,680,endpoint,x,489991639457909975/36028797018963968,0.7023651847866867,0.7133315202548778,0.7023763089032057,0.7133191540838151,1.0021466343710377,REUSED_MATCHED_REFERENCE,0.02
brusselator,680,endpoint,y,489991639457909975/36028797018963968,4.701949373138497,4.706814129203936,4.701934500826482,4.706800257949846,0.9997942647158141,REUSED_MATCHED_REFERENCE,0.02
brusselator,680,tube,x,489991639457909975/36028797018963968,0.692100655266132,0.7133315202548769,0.6921117793826503,0.7133191540838151,1.0011076471232863,REUSED_MATCHED_REFERENCE,0.02
brusselator,680,tube,y,489991639457909975/36028797018963968,4.701907219174953,4.711174284054573,4.701934500826482,4.711118258836937,1.0090711089154194,REUSED_MATCHED_REFERENCE,0.02
brusselator,681,endpoint,x,3925697723186314035/288230376151711744,0.7128584315399612,0.7243933351151552,0.7128772957863097,0.7243738978485622,1.0033315507255176,REUSED_MATCHED_REFERENCE,0.02
brusselator,681,endpoint,y,3925697723186314035/288230376151711744,4.696527191910194,4.7021535918727,4.696509511129991,4.702141824383402,0.9989501132769286,REUSED_MATCHED_REFERENCE,0.02
brusselator,681,tube,x,3925697723186314035/288230376151711744,0.7020810386640095,0.7243933351151546,0.7020999029103573,0.7243738978485622,1.0017195618947752,REUSED_MATCHED_REFERENCE,0.02
brusselator,681,tube,y,3925697723186314035/288230376151711744,4.69647626503053,4.707245738760049,4.696509511129991,4.707183044391083,1.008988632543674,REUSED_MATCHED_REFERENCE,0.02
brusselator,682,endpoint,x,1965731165354674135/144115188075855872,0.7238817021100729,0.7360308782152079,0.7239093680728753,0.7360034079055715,1.0045589623650606,REUSED_MATCHED_REFERENCE,0.02
brusselator,682,endpoint,y,1965731165354674135/144115188075855872,4.6903039069261,4.696746392934762,4.690283243630136,4.696736783735342,0.9982871266988832,REUSED_MATCHED_REFERENCE,0.02
brusselator,682,tube,x,1965731165354674135/144115188075855872,0.7125514512749872,0.7360308782152072,0.712579117237789,0.7360034079055715,1.0023538075589757,REUSED_MATCHED_REFERENCE,0.02
brusselator,682,tube,y,1965731165354674135/144115188075855872,4.6902431037915955,4.702622280514459,4.690283243630136,4.702551868180535,1.0090109671226335,REUSED_MATCHED_REFERENCE,0.02
brusselator,683,endpoint,x,3937226938232382505/288230376151711744,0.7354766558156399,0.7482907687040264,0.7355143853988567,0.7482541174282842,1.0058384947805215,REUSED_MATCHED_REFERENCE,0.02
brusselator,683,endpoint,y,3937226938232382505/288230376151711744,4.683218125990131,4.690542663659747,4.6831942408753555,4.690535315331766,0.9977473615214866,REUSED_MATCHED_REFERENCE,0.02
brusselator,683,tube,x,3937226938232382505/288230376151711744,0.7235494106581739,0.7482907687040259,0.7235871402413899,0.7482541174282842,1.0030154022681483,REUSED_MATCHED_REFERENCE,0.02
brusselator,683,tube,y,3937226938232382505/288230376151711744,4.6831461082203285,4.697259257877356,4.6831942408753555,4.697179891779573,1.0091163974907496,REUSED_MATCHED_REFERENCE,0.02
brusselator,684,endpoint,x,985747886438854185/72057594037927936,0.7476893254850784,0.7612245937229999,0.747738584590831,0.7611774261278702,1.0071752241900103,REUSED_MATCHED_REFERENCE,0.02
brusselator,684,endpoint,y,985747886438854185/72057594037927936,4.67520517148976,4.6834846222485575,4.6751779775794615,4.683479465198424,0.9973454323879527,REUSED_MATCHED_REFERENCE,0.02
brusselator,684,tube,x,985747886438854185/72057594037927936,0.7351162794231527,0.7612245937229991,0.7351655385289046,0.7611774261278702,1.0037070243562283,REUSED_MATCHED_REFERENCE,0.02
brusselator,684,tube,y,985747886438854185/72057594037927936,4.67512038844618,4.691104700012896,4.6751779775794615,4.691014759919183,1.0093156061521895,REUSED_MATCHED_REFERENCE,0.02
brusselator,685,endpoint,x,3948756153278450975/288230376151711744,0.7605706850251834,0.7748895565032976,0.7606331430782386,0.7748303527948178,1.0085694135653196,REUSED_MATCHED_REFERENCE,0.02
brusselator,685,endpoint,y,3948756153278450975/288230376151711744,4.666196815265864,4.675505424617472,4.6661664534677945,4.67550213851329,0.9970997635678717,REUSED_MATCHED_REFERENCE,0.02
brusselator,685,tube,x,3948756153278450975/288230376151711744,0.7472977535363646,0.7748895565032969,0.7473602115894191,0.7748303527948178,1.0044288728122628,REUSED_MATCHED_REFERENCE,0.02
brusselator,685,tube,y,3948756153278450975/288230376151711744,4.66609754201461,4.684098242898507,4.6661664534677945,4.683995683543071,1.0096173983899746,REUSED_MATCHED_REFERENCE,0.02
brusselator,686,endpoint,x,1977260380400742605/144115188075855872,0.7741772261832102,0.7893493007322506,0.774254826429686,0.7892762894992609,1.0100264187827785,REUSED_MATCHED_REFERENCE,0.02
brusselator,686,endpoint,y,1977260380400742605/144115188075855872,4.656114797243277,4.666534019844274,4.656081061263306,4.6665326050020095,0.9969075250015946,REUSED_MATCHED_REFERENCE,0.02
brusselator,686,tube,x,1977260380400742605/144115188075855872,0.7601443463824556,0.78934930073225,0.7602219466289308,0.7892762894992609,1.005183785437394,REUSED_MATCHED_REFERENCE,0.02
brusselator,686,tube,y,1977260380400742605/144115188075855872,4.655999037352169,4.676176225694339,4.656081061263306,4.6760590509609665,1.009970905357532,REUSED_MATCHED_REFERENCE,0.02
brusselator,687,endpoint,x,3960285368324519445/288230376151711744,0.7885717196604745,0.8046747678469497,0.7886667373143385,0.8045858714120981,1.0115530208858172,REUSED_MATCHED_REFERENCE,0.02
brusselator,687,endpoint,y,3960285368324519445/288230376151711744,4.644872008973728,4.656492093291203,4.644834614204602,4.656492597616921,0.9967490865698347,REUSED_MATCHED_REFERENCE,0.02
brusselator,687,tube,x,3960285368324519445/288230376151711744,0.7737120412686982,0.804674767846949,0.7738070589225615,0.8045858714120981,1.0059753471248032,REUSED_MATCHED_REFERENCE,0.02
brusselator,687,tube,y,3960285368324519445/288230376151711744,4.644737434595571,4.667268720254986,4.644834614204602,4.667134650202546,1.0103699232365675,REUSED_MATCHED_REFERENCE,0.02
brusselator,688,endpoint,x,247878123490472105/18014398509481984,0.8038240705132984,0.8209452150297845,0.8039391799931478,0.8208379860581893,1.0131570508939411,REUSED_MATCHED_REFERENCE,0.02
brusselator,688,endpoint,y,247878123490472105/18014398509481984,4.632371552577458,4.645292844497017,4.632330184503551,4.645295310458482,0.9966190814092752,REUSED_MATCHED_REFERENCE,0.02
brusselator,688,tube,x,247878123490472105/18014398509481984,0.7880630193764732,0.8209452150297839,0.7881781288563219,0.8208379860581893,1.0068076982109604,REUSED_MATCHED_REFERENCE,0.02
brusselator,688,tube,y,247878123490472105/18014398509481984,4.632215437198854,4.657298461226472,4.632330184503551,4.657144811809336,1.0108160690275554,REUSED_MATCHED_REFERENCE,0.02
brusselator,689,endpoint,x,3971814583370587915/288230376151711744,0.8200123060070972,0.8382494003651083,0.8201506624159524,0.8381209452172919,1.014847376617342,REUSED_MATCHED_REFERENCE,0.02
brusselator,689,endpoint,y,3971814583370587915/288230376151711744,4.618505442024499,4.632839782740665,4.61845975192538,4.632844245907979,0.9965133798593826,REUSED_MATCHED_REFERENCE,0.02
brusselator,689,tube,x,3971814583370587915/288230376151711744,0.8032664978565798,0.8382494003651075,0.8034048542654345,0.8381209452172919,1.0076855299474936,REUSED_MATCHED_REFERENCE,0.02
